Student_ID,Enrollment_Date,Region,City,Course_Name,Learning_Mode,Fees_Paid,Attendance_Percent,Course_Status,Placement_Status
19063,02-01-2023,South,Hyderabad,Python,Hybrid,116472.82,55,Ongoing,Placed
19064,21-04-2021,North,Mumbai,Cyber Security,Hybrid,43575.23,40,Ongoing,Not Eligible
19065,09-06-2023,East,Kolkata,Data Science,Online,123347.32,83,Ongoing,Not Eligible
19066,30-08-2023,Central,Pune,Web Development,Online,75193.68,67,Completed,Not Placed
19067,21-09-2020,Central,Mumbai,Python,Offline,183565.27,72,Completed,Not Eligible
19068,11-07-2021,West,Ahmedabad,Data Science,Offline,32368.28,89,Ongoing,Not Eligible
19069,04-12-2021,Central,Mumbai,Data Science,Offline,241689.18,81,Dropped,Placed
19070,21-01-2022,North,Mumbai,Cyber Security,Online,128899.2,64,Ongoing,Not Placed
19071,31-10-2022,North,Ahmedabad,Cyber Security,Online,48180.34,54,Ongoing,Not Eligible
19072,03-08-2021,Central,Pune,Python,Hybrid,181524.54,79,Dropped,Placed
19073,12-03-2021,East,Pune,Python,Online,135783.04,87,Dropped,Not Eligible
19074,04-11-2021,East,Delhi,Web Development,Online,124858.95,87,Completed,Not Eligible
19075,14-11-2022,South,Hyderabad,Web Development,Offline,58206.35,58,Dropped,Not Placed
19076,10-08-2022,Central,Pune,AI/ML,Online,240978.03,66,Ongoing,Not Placed
19077,28-10-2021,East,Pune,AI/ML,Online,162311.16,88,Ongoing,Placed
19078,15-06-2021,South,Delhi,Web Development,Offline,186993.63,68,Dropped,Placed
19079,19-06-2020,West,Kolkata,AI/ML,Hybrid,75907.23,46,Dropped,Not Placed
19080,19-02-2021,West,Mumbai,Python,Online,139303.31,96,Completed,Not Placed
19081,19-07-2020,South,Kolkata,Web Development,Offline,107271.93,85,Dropped,Not Placed
19082,09-07-2023,Central,Ahmedabad,Python,Online,46994.68,66,Completed,Placed
19083,17-11-2022,South,Chennai,AI/ML,Offline,117451.25,80,Ongoing,Placed
19084,19-02-2023,Central,Hyderabad,Web Development,Offline,28856.35,99,Ongoing,Placed
19085,22-09-2020,West,Pune,Python,Hybrid,109905.22,62,Completed,Not Placed
19086,11-08-2020,Central,Bengaluru,AI/ML,Online,190203.75,42,Ongoing,Placed
19087,28-11-2022,East,Kolkata,Data Science,Hybrid,117586.79,88,Ongoing,Not Placed
19088,06-02-2023,East,Kolkata,Python,Online,99393.76,40,Dropped,Placed
19089,19-01-2023,South,Chennai,Web Development,Offline,160247.74,40,Ongoing,Not Placed
19090,03-12-2020,West,Ahmedabad,Cyber Security,Online,27812.23,98,Completed,Placed
19091,10-05-2021,North,Pune,Cyber Security,Online,132495.95,45,Dropped,Not Placed
19092,13-07-2021,South,Mumbai,Web Development,Hybrid,70800.96,75,Ongoing,Not Placed
19093,01-12-2022,West,Hyderabad,Data Science,Offline,44725.82,88,Ongoing,Not Placed
19094,12-10-2021,Central,Kolkata,Cloud Computing,Online,75477.32,65,Completed,Placed
19095,30-12-2021,Central,Hyderabad,Python,Online,219073.34,68,Ongoing,Placed
19096,28-02-2022,East,Pune,Cloud Computing,Online,84649.46,47,Completed,Not Placed
19097,10-11-2022,Central,Mumbai,Python,Online,66328.73,51,Completed,Not Placed
19098,11-10-2020,Central,Chennai,Cyber Security,Offline,238095.57,96,Dropped,Not Eligible
19099,24-11-2021,North,Kolkata,AI/ML,Online,45095.86,68,Ongoing,Placed
19100,17-06-2020,North,Pune,Cloud Computing,Hybrid,75391.65,93,Ongoing,Not Placed
19101,07-11-2021,Central,Pune,Python,Online,62370.13,60,Completed,Not Placed
19102,12-04-2022,South,Delhi,Web Development,Offline,89335.7,55,Ongoing,Not Placed
19103,03-08-2023,East,Ahmedabad,Web Development,Offline,82378.13,64,Dropped,Not Eligible
19104,05-03-2023,East,Pune,AI/ML,Offline,100833.27,86,Completed,Placed
19105,06-06-2023,Central,Chennai,AI/ML,Online,153107.37,63,Ongoing,Not Eligible
19106,31-01-2022,East,Bengaluru,AI/ML,Hybrid,47276.41,68,Ongoing,Placed
19107,27-09-2021,South,Chennai,AI/ML,Offline,64412.56,95,Completed,Not Eligible
19108,09-05-2023,Central,Ahmedabad,Python,Online,146840.96,87,Ongoing,Not Placed
19109,31-12-2020,North,Chennai,Python,Hybrid,68632.36,44,Completed,Not Placed
19110,21-01-2022,West,Hyderabad,Python,Hybrid,241949.91,54,Completed,Not Placed
19111,17-04-2023,West,Ahmedabad,Python,Online,138106.67,42,Ongoing,Not Placed
19112,15-06-2020,East,Mumbai,Data Science,Online,172599.09,95,Completed,Not Eligible
19113,24-05-2022,West,Bengaluru,Cyber Security,Online,125884.53,40,Completed,Placed
19114,09-02-2022,East,Kolkata,Web Development,Online,158773.67,96,Ongoing,Not Placed
19115,22-06-2020,Central,Kolkata,Data Science,Online,141633.36,86,Completed,Not Placed
19116,28-08-2022,North,Chennai,Web Development,Offline,122579.53,65,Ongoing,Not Placed
19117,11-06-2020,Central,Bengaluru,Web Development,Offline,66929.46,98,Ongoing,Not Eligible
19118,10-04-2021,West,Chennai,Cyber Security,Hybrid,29334.3,42,Ongoing,Not Eligible
19119,27-11-2022,Central,Bengaluru,Web Development,Offline,180051.18,76,Ongoing,Not Eligible
19120,03-07-2023,West,Ahmedabad,AI/ML,Hybrid,169147.87,81,Ongoing,Placed
19121,15-09-2020,Central,Bengaluru,Cyber Security,Offline,214093.2,59,Ongoing,Not Placed
19122,15-09-2022,North,Bengaluru,Python,Hybrid,91052.74,61,Ongoing,Placed
19123,04-05-2021,West,Ahmedabad,Data Science,Offline,44351.71,98,Dropped,Placed
19124,30-01-2022,South,Ahmedabad,Web Development,Online,150953.08,63,Ongoing,Not Placed
19125,22-08-2021,North,Hyderabad,Python,Hybrid,64486.78,65,Completed,Not Eligible
19126,07-05-2022,Central,Pune,Cyber Security,Offline,153088.22,51,Completed,Not Placed
19127,30-12-2021,North,Kolkata,Cloud Computing,Offline,176179.5,40,Completed,Placed
19128,19-08-2021,South,Ahmedabad,Python,Online,65243.89,71,Ongoing,Placed
19129,21-03-2023,South,Ahmedabad,Cyber Security,Offline,18725.78,56,Dropped,Placed
19130,15-02-2023,South,Kolkata,Python,Offline,232131.17,79,Ongoing,Not Eligible
19131,14-09-2021,South,Bengaluru,Python,Online,172726.49,57,Ongoing,Not Eligible
19132,22-02-2023,South,Delhi,Data Science,Hybrid,188936.94,80,Ongoing,Not Placed
19133,13-04-2021,East,Pune,Data Science,Online,229844.89,69,Ongoing,Placed
19134,10-05-2022,South,Delhi,Python,Online,19679.74,73,Ongoing,Not Placed
19135,16-12-2020,North,Hyderabad,Cloud Computing,Offline,209240.25,54,Ongoing,Not Eligible
19136,08-12-2022,South,Pune,Cloud Computing,Hybrid,227750.01,87,Ongoing,Not Eligible
19137,02-10-2022,North,Bengaluru,Cyber Security,Hybrid,62626.21,46,Completed,Not Placed
19138,17-05-2023,Central,Bengaluru,AI/ML,Online,33123.43,41,Ongoing,Placed
19139,18-04-2021,East,Pune,Python,Online,71730.26,57,Ongoing,Placed
19140,27-08-2021,Central,Mumbai,Web Development,Offline,193085.32,68,Ongoing,Placed
19141,29-06-2021,South,Ahmedabad,Data Science,Offline,88749.03,66,Ongoing,Not Placed
19142,03-02-2021,North,Delhi,Python,Offline,153354.93,41,Completed,Placed
19143,11-05-2023,East,Ahmedabad,AI/ML,Offline,157000.99,68,Ongoing,Not Placed
19144,21-02-2022,North,Chennai,Data Science,Offline,62688.75,77,Dropped,Not Placed
19145,16-11-2020,West,Hyderabad,Cloud Computing,Offline,7845.15,59,Completed,Not Placed
19146,18-04-2022,Central,Bengaluru,Python,Online,125868.97,94,Ongoing,Placed
19147,03-04-2021,North,Hyderabad,AI/ML,Online,217994.11,97,Completed,Not Placed
19148,03-08-2023,East,Hyderabad,Cyber Security,Hybrid,45631.76,75,Dropped,Not Placed
19149,30-12-2021,West,Kolkata,Cyber Security,Online,134393.47,99,Completed,Placed
19150,20-03-2023,North,Mumbai,Python,Hybrid,158923.88,45,Ongoing,Placed
19151,20-02-2021,Central,Chennai,Web Development,Hybrid,228046.94,45,Ongoing,Placed
19152,02-08-2021,North,Kolkata,Python,Hybrid,82664.88,83,Dropped,Placed
19153,13-05-2021,East,Pune,Python,Offline,178517.04,52,Completed,Not Placed
19154,27-08-2022,South,Kolkata,Data Science,Online,184875.38,66,Ongoing,Not Eligible
19155,09-10-2022,West,Mumbai,AI/ML,Offline,181619.66,89,Completed,Not Placed
19156,08-05-2021,East,Chennai,Python,Online,153693.71,92,Dropped,Placed
19157,17-07-2023,North,Mumbai,Python,Online,172356.32,88,Completed,Not Placed
19158,01-10-2022,South,Chennai,Data Science,Offline,31025.15,49,Ongoing,Placed
19159,12-06-2020,South,Bengaluru,Web Development,Online,28581.43,74,Completed,Placed
19160,30-03-2022,North,Kolkata,Web Development,Offline,243724.36,67,Ongoing,Not Placed
19161,25-12-2020,East,Delhi,Web Development,Hybrid,59039.94,100,Dropped,Placed
19162,15-07-2022,Central,Hyderabad,Cyber Security,Hybrid,90867.96,55,Ongoing,Placed
19163,17-09-2021,North,Bengaluru,Cyber Security,Offline,200651.91,55,Ongoing,Not Placed
19164,07-08-2020,South,Bengaluru,AI/ML,Online,93859.08,91,Completed,Placed
19165,02-07-2022,East,Hyderabad,AI/ML,Online,185706.5,89,Ongoing,Not Placed
19166,17-10-2022,Central,Bengaluru,Data Science,Online,70316.46,74,Ongoing,Not Eligible
19167,17-01-2021,Central,Delhi,Python,Offline,115633.37,54,Dropped,Placed
19168,21-11-2020,Central,Kolkata,Web Development,Hybrid,198209.16,62,Ongoing,Not Eligible
19169,04-05-2022,Central,Bengaluru,Web Development,Offline,223670.75,50,Completed,Not Placed
19170,15-11-2022,South,Hyderabad,Cyber Security,Offline,231357.05,64,Dropped,Not Eligible
19171,11-02-2022,East,Kolkata,Web Development,Online,230860.6,51,Completed,Not Placed
19172,25-03-2021,Central,Pune,Web Development,Online,221852.03,61,Completed,Not Placed
19173,14-03-2021,Central,Pune,Data Science,Offline,86901.16,80,Dropped,Not Placed
19174,23-07-2020,North,Mumbai,AI/ML,Online,210701.89,67,Ongoing,Not Placed
19175,28-05-2023,North,Delhi,Data Science,Online,29629.67,46,Ongoing,Not Eligible
19176,18-12-2021,Central,Ahmedabad,AI/ML,Online,137207.25,52,Ongoing,Not Placed
19177,05-07-2021,West,Kolkata,Web Development,Offline,234080.76,69,Ongoing,Placed
19178,03-05-2021,South,Chennai,Cyber Security,Online,183255.17,95,Ongoing,Not Placed
19179,10-09-2021,West,Bengaluru,Cyber Security,Online,35411.89,68,Ongoing,Not Eligible
19180,06-12-2022,East,Kolkata,Cyber Security,Hybrid,119361.69,82,Completed,Not Placed
19181,02-11-2021,Central,Delhi,Web Development,Offline,13522.55,50,Ongoing,Placed
19182,05-02-2022,East,Bengaluru,Python,Offline,81577.2,71,Dropped,Placed
19183,13-09-2022,East,Delhi,Data Science,Online,5040.26,58,Ongoing,Not Placed
19184,23-08-2021,North,Delhi,AI/ML,Hybrid,40729.57,95,Ongoing,Placed
19185,22-08-2022,Central,Kolkata,Web Development,Hybrid,78398.78,95,Completed,Placed
19186,06-03-2021,North,Mumbai,AI/ML,Hybrid,244956.54,51,Ongoing,Not Placed
19187,16-04-2022,South,Pune,Web Development,Offline,227522.78,79,Ongoing,Placed
19188,16-02-2022,Central,Delhi,Data Science,Hybrid,88730.11,96,Ongoing,Not Eligible
19189,21-11-2021,East,Hyderabad,Cyber Security,Online,142900.04,94,Ongoing,Placed
19190,12-03-2021,North,Hyderabad,Web Development,Hybrid,215747.13,67,Ongoing,Not Placed
19191,24-12-2021,Central,Chennai,Python,Hybrid,54942.37,67,Ongoing,Not Eligible
19192,29-05-2022,South,Kolkata,Cyber Security,Online,181330.16,94,Dropped,Not Eligible
19193,28-07-2022,South,Kolkata,Cyber Security,Hybrid,176922.06,61,Completed,Not Placed
19194,18-04-2023,North,Pune,Data Science,Online,178410.2,74,Completed,Not Placed
19195,06-02-2022,West,Hyderabad,Python,Hybrid,211880.37,54,Completed,Not Placed
19196,17-06-2023,North,Delhi,Cyber Security,Offline,167715,52,Completed,Not Placed
19197,19-06-2021,North,Mumbai,AI/ML,Online,7946.16,98,Completed,Placed
19198,20-10-2022,North,Ahmedabad,Python,Online,47167.39,81,Ongoing,Placed
19199,09-07-2023,South,Ahmedabad,Data Science,Hybrid,228919.93,63,Dropped,Not Placed
19200,20-09-2022,South,Kolkata,Data Science,Offline,246512.8,41,Dropped,Not Placed
19201,27-12-2021,South,Chennai,Cyber Security,Offline,230399.33,42,Completed,Not Placed
19202,05-04-2023,South,Chennai,Data Science,Offline,19033.57,74,Dropped,Not Placed
19203,02-08-2023,West,Kolkata,Cyber Security,Hybrid,154045.88,55,Ongoing,Not Placed
19204,03-12-2022,North,Chennai,Data Science,Offline,245658.84,48,Ongoing,Not Eligible
19205,22-04-2023,South,Mumbai,Cloud Computing,Online,170976.99,97,Dropped,Not Placed
19206,04-03-2021,South,Hyderabad,Python,Online,224540.03,66,Ongoing,Not Placed
19207,29-08-2021,Central,Mumbai,Web Development,Hybrid,222628.57,90,Ongoing,Placed
19208,27-06-2023,West,Delhi,AI/ML,Online,22599.33,45,Ongoing,Not Placed
19209,26-05-2023,Central,Ahmedabad,Cloud Computing,Online,99875.28,47,Ongoing,Placed
19210,05-02-2021,Central,Ahmedabad,Python,Offline,27793.4,64,Ongoing,Not Placed
19211,05-03-2022,South,Delhi,Data Science,Offline,147945.65,94,Completed,Not Eligible
19212,26-11-2022,Central,Ahmedabad,Data Science,Offline,198169.28,99,Ongoing,Not Placed
19213,17-05-2022,Central,Mumbai,Cloud Computing,Online,187271.38,96,Ongoing,Not Placed
19214,20-12-2022,South,Mumbai,Data Science,Online,180414.15,90,Completed,Not Placed
19215,12-03-2021,North,Bengaluru,Cloud Computing,Online,159032.49,95,Ongoing,Not Eligible
19216,02-09-2023,West,Delhi,Cyber Security,Offline,55483.47,93,Dropped,Not Placed
19217,13-12-2022,Central,Pune,Cyber Security,Online,19830.41,97,Completed,Not Placed
19218,04-01-2021,West,Mumbai,AI/ML,Offline,78473.36,78,Dropped,Not Placed
19219,10-10-2022,West,Hyderabad,Web Development,Online,123363.27,44,Completed,Placed
19220,21-09-2020,West,Pune,Python,Hybrid,160399.31,78,Completed,Not Placed
19221,15-11-2020,Central,Chennai,Python,Online,213814.15,70,Ongoing,Not Eligible
19222,10-10-2021,South,Ahmedabad,Web Development,Offline,19452.77,74,Ongoing,Not Eligible
19223,21-07-2022,North,Hyderabad,Python,Offline,47399.73,74,Completed,Placed
19224,27-10-2020,Central,Hyderabad,Data Science,Online,208550.2,70,Ongoing,Not Placed
19225,29-10-2020,Central,Delhi,Data Science,Offline,122530.74,84,Ongoing,Placed
19226,03-03-2023,North,Mumbai,Data Science,Online,222581.51,43,Dropped,Not Placed
19227,02-07-2022,North,Pune,Python,Offline,224964.53,56,Completed,Not Placed
19228,03-04-2022,South,Hyderabad,AI/ML,Offline,162536.99,100,Ongoing,Not Placed
19229,01-07-2022,South,Delhi,Data Science,Hybrid,189595.06,62,Ongoing,Not Placed
19230,12-10-2022,Central,Bengaluru,AI/ML,Online,157432.46,71,Ongoing,Not Placed
19231,17-08-2020,South,Mumbai,Python,Offline,18773.05,87,Ongoing,Placed
19232,08-08-2022,East,Bengaluru,Python,Online,140016.78,91,Completed,Placed
19233,11-12-2022,Central,Kolkata,Cyber Security,Online,81121.71,99,Completed,Not Placed
19234,04-12-2020,Central,Ahmedabad,Cyber Security,Offline,143374.87,99,Completed,Not Placed
19235,10-10-2020,West,Bengaluru,Web Development,Offline,157230.41,87,Ongoing,Placed
19236,22-05-2021,South,Ahmedabad,Python,Online,209936.84,91,Completed,Placed
19237,30-03-2021,West,Ahmedabad,Python,Online,116562.56,52,Ongoing,Not Placed
19238,25-09-2021,East,Delhi,AI/ML,Hybrid,76836.02,46,Completed,Not Eligible
19239,26-07-2021,North,Mumbai,Web Development,Online,211836.95,45,Ongoing,Placed
19240,16-12-2021,East,Chennai,Data Science,Hybrid,73236.36,46,Completed,Not Placed
19241,05-06-2021,South,Mumbai,AI/ML,Offline,14347.25,55,Ongoing,Placed
19242,26-06-2020,Central,Hyderabad,AI/ML,Online,232426.95,54,Dropped,Not Placed
19243,15-04-2023,Central,Delhi,Data Science,Hybrid,155757.2,97,Ongoing,Placed
19244,27-12-2022,Central,Chennai,Web Development,Hybrid,184929.62,67,Dropped,Placed
19245,02-03-2023,East,Hyderabad,Python,Online,85246.09,75,Ongoing,Not Placed
19246,27-09-2021,Central,Kolkata,Data Science,Offline,61033.31,94,Ongoing,Placed
19247,21-11-2020,West,Delhi,Cyber Security,Online,183942.9,80,Ongoing,Not Placed
19248,26-05-2023,South,Hyderabad,AI/ML,Offline,69052.31,78,Completed,Not Placed
19249,10-11-2020,West,Ahmedabad,Cyber Security,Offline,133362.6,93,Ongoing,Not Eligible
19250,23-10-2020,Central,Hyderabad,Python,Hybrid,74009.66,74,Ongoing,Not Eligible
19251,11-01-2021,North,Delhi,AI/ML,Offline,61658.94,100,Dropped,Not Placed
19252,06-09-2022,East,Bengaluru,AI/ML,Hybrid,243755.1,78,Completed,Not Eligible
19253,16-12-2021,East,Hyderabad,AI/ML,Hybrid,167750.15,94,Completed,Placed
19254,14-05-2021,West,Chennai,AI/ML,Hybrid,26419.27,100,Ongoing,Placed
19255,19-11-2021,South,Kolkata,Web Development,Offline,79817.27,70.10842186,Completed,Not Placed
19256,22-05-2021,Central,Pune,Python,Offline,243631.44,67,Completed,Not Placed
19257,18-07-2023,East,Bengaluru,Web Development,Offline,136611.68,54,Ongoing,Placed
19258,11-09-2023,North,Hyderabad,Cyber Security,Hybrid,135039.23,93,Ongoing,Not Placed
19259,02-03-2022,Central,Hyderabad,Cyber Security,Hybrid,129636.37,96,Ongoing,Not Placed
19260,09-06-2022,Central,Chennai,Python,Online,197340.33,65,Ongoing,Not Placed
19261,11-08-2022,West,Delhi,Data Science,Online,130733.69,100,Ongoing,Placed
19262,19-01-2022,East,Delhi,Cloud Computing,Offline,135279.04,51,Ongoing,Not Eligible
19263,19-05-2021,North,Ahmedabad,Web Development,Online,212702.6,72,Ongoing,Placed
19264,09-06-2022,Central,Bengaluru,Data Science,Offline,106296.4,72,Completed,Not Placed
19265,28-02-2023,West,Kolkata,Cyber Security,Hybrid,48356.77,49,Completed,Not Placed
19266,30-12-2021,Central,Pune,Data Science,Online,186716.76,65,Ongoing,Placed
19267,14-09-2020,South,Bengaluru,Web Development,Offline,75276.81,44,Ongoing,Placed
19268,28-09-2022,North,Hyderabad,Python,Hybrid,237483.59,54,Completed,Not Eligible
19269,25-03-2021,West,Ahmedabad,Web Development,Online,218117.02,86,Completed,Not Placed
19270,19-04-2023,North,Pune,Python,Hybrid,238088.52,98,Completed,Not Placed
19271,19-09-2022,North,Hyderabad,Cyber Security,Online,108491.07,83,Dropped,Not Placed
19272,07-11-2021,Central,Kolkata,Data Science,Offline,213956.16,41,Ongoing,Placed
19273,04-07-2021,East,Chennai,Cloud Computing,Offline,164936.64,42,Completed,Placed
19274,06-08-2023,Central,Bengaluru,Data Science,Online,241365.61,99,Ongoing,Placed
19275,17-07-2023,West,Bengaluru,Python,Online,128325.55,58,Dropped,Not Placed
19276,17-09-2020,Central,Bengaluru,Python,Online,36288.22,69,Completed,Not Placed
19277,19-03-2023,West,Delhi,Cyber Security,Offline,46860.52,47,Ongoing,Placed
19278,04-04-2022,South,Bengaluru,Data Science,Offline,145571.19,80,Dropped,Not Placed
19279,27-01-2022,North,Delhi,Web Development,Online,56010.55,63,Completed,Not Placed
19280,26-10-2021,South,Kolkata,AI/ML,Online,237626.63,84,Ongoing,Not Eligible
19281,21-02-2023,West,Pune,Python,Online,196592.68,68,Ongoing,Placed
19282,25-02-2021,North,Chennai,Data Science,Online,144185.63,76,Completed,Placed
19283,20-06-2021,South,Ahmedabad,Web Development,Hybrid,181252.98,67,Ongoing,Not Placed
19284,24-03-2023,West,Pune,Cyber Security,Online,60138.85,100,Ongoing,Not Eligible
19285,22-06-2023,Central,Mumbai,Cloud Computing,Offline,192590.61,98,Completed,Not Placed
19286,03-04-2021,West,Delhi,Python,Offline,120508.83,54,Ongoing,Placed
19287,30-01-2022,South,Kolkata,Python,Offline,228851.83,61,Completed,Not Placed
19288,07-09-2020,North,Bengaluru,Python,Offline,165798.12,87,Dropped,Placed
19289,17-03-2022,West,Kolkata,Cyber Security,Offline,77761.34,84,Ongoing,Not Placed
19290,02-09-2023,North,Bengaluru,Python,Online,34780.07,53,Ongoing,Not Placed
19291,22-10-2021,Central,Hyderabad,Python,Online,244848.77,96,Completed,Not Placed
19292,02-03-2023,South,Pune,AI/ML,Online,92583.83,57,Ongoing,Placed
19293,29-07-2020,South,Pune,Web Development,Hybrid,188325.71,90,Ongoing,Not Eligible
19294,29-10-2021,South,Bengaluru,AI/ML,Online,105157.49,78,Ongoing,Not Placed
19295,30-04-2022,East,Mumbai,Data Science,Online,107700.62,99,Ongoing,Placed
19296,31-05-2023,West,Kolkata,Data Science,Hybrid,195512.87,53,Completed,Not Eligible
19297,06-12-2020,West,Hyderabad,Cyber Security,Offline,28326.53,58,Ongoing,Placed
19298,10-03-2023,North,Hyderabad,AI/ML,Online,117871.11,89,Completed,Not Eligible
19299,09-01-2021,South,Chennai,Data Science,Online,125423.82,94,Ongoing,Placed
19300,25-10-2021,East,Pune,Web Development,Hybrid,232130.19,77,Completed,Placed
19301,08-11-2020,North,Chennai,Python,Offline,109028.58,90,Completed,Placed
19302,02-09-2021,West,Hyderabad,Data Science,Offline,66327.88,61,Ongoing,Not Placed
19303,18-04-2022,South,Hyderabad,Data Science,Online,239543.13,66,Dropped,Not Eligible
19304,13-10-2022,East,Chennai,Data Science,Offline,191172.17,75,Completed,Placed
19305,02-08-2020,East,Delhi,Python,Offline,89712.37,85,Ongoing,Not Placed
19306,02-09-2022,South,Kolkata,Python,Online,45005.9,95,Completed,Placed
19307,12-10-2020,South,Hyderabad,Python,Offline,139964.51,78,Ongoing,Not Eligible
19308,06-05-2021,West,Mumbai,Web Development,Online,46207.39,58,Completed,Placed
19309,28-09-2021,West,Mumbai,Data Science,Offline,186046.3,61,Completed,Placed
19310,04-03-2021,West,Chennai,Data Science,Hybrid,67993.19,50,Completed,Not Placed
19311,21-11-2022,Central,Delhi,Web Development,Hybrid,170438.99,68,Ongoing,Placed
19312,02-06-2020,Central,Mumbai,Data Science,Offline,202371.53,47,Completed,Not Placed
19313,12-11-2022,North,Mumbai,Cyber Security,Online,232826.73,66,Ongoing,Not Eligible
19314,28-05-2022,South,Chennai,Cyber Security,Offline,190282.14,43,Dropped,Not Eligible
19315,20-05-2022,East,Hyderabad,Cyber Security,Offline,49180.04,85,Ongoing,Placed
19316,20-11-2020,South,Pune,Python,Hybrid,192500.72,93,Completed,Not Eligible
19317,14-06-2021,East,Ahmedabad,AI/ML,Hybrid,22293.13,77,Completed,Not Placed
19318,16-10-2022,West,Pune,Cyber Security,Online,199414.17,50,Ongoing,Not Placed
19319,10-02-2021,South,Pune,Data Science,Hybrid,156854.4,45,Completed,Not Placed
19320,22-11-2021,South,Delhi,Data Science,Online,110671.81,65,Ongoing,Not Placed
19321,03-04-2023,Central,Pune,Cyber Security,Offline,108645.65,81,Ongoing,Not Placed
19322,28-04-2022,North,Ahmedabad,Data Science,Hybrid,167515.22,48,Ongoing,Not Placed
19323,14-01-2021,Central,Ahmedabad,Cyber Security,Offline,104266.52,64,Dropped,Not Placed
19324,27-11-2021,East,Chennai,Python,Offline,217614.91,75,Dropped,Not Eligible
19325,02-10-2020,North,Pune,Python,Offline,39402.37,42,Completed,Placed
19326,01-05-2021,East,Kolkata,AI/ML,Online,206044.07,94,Completed,Not Eligible
19327,10-09-2023,North,Kolkata,Web Development,Offline,202693.81,100,Completed,Placed
19328,21-06-2021,East,Chennai,Web Development,Online,52283.12,88,Completed,Placed
19329,02-06-2021,North,Bengaluru,Python,Offline,230584.66,92,Ongoing,Not Placed
19330,06-05-2021,North,Chennai,AI/ML,Offline,7262.04,58,Completed,Not Eligible
19331,23-09-2020,East,Ahmedabad,Cyber Security,Online,14220.39,49,Dropped,Not Eligible
19332,30-06-2022,East,Mumbai,Cyber Security,Hybrid,112555.19,64,Dropped,Placed
19333,30-03-2021,West,Delhi,AI/ML,Offline,73328.36,71,Dropped,Not Placed
19334,16-08-2020,South,Ahmedabad,Web Development,Online,128304.45,93,Completed,Placed
19335,24-12-2022,West,Hyderabad,Cyber Security,Online,141916.43,56,Completed,Not Eligible
19336,05-06-2023,North,Ahmedabad,Python,Offline,205723.04,58,Ongoing,Placed
19337,24-04-2022,East,Kolkata,AI/ML,Hybrid,65079.51,84,Completed,Placed
19338,23-06-2023,North,Kolkata,Cloud Computing,Offline,177461.07,43,Dropped,Not Placed
19339,19-07-2023,North,Mumbai,Python,Offline,155935.38,97,Ongoing,Not Placed
19340,19-01-2021,West,Chennai,Python,Online,183767.23,88,Completed,Not Placed
19341,02-01-2022,North,Delhi,AI/ML,Offline,65519.09,53,Dropped,Not Placed
19342,27-11-2020,Central,Mumbai,AI/ML,Offline,114995.22,90,Ongoing,Placed
19343,18-10-2020,West,Ahmedabad,Web Development,Offline,247001.97,97,Ongoing,Not Placed
19344,31-08-2020,North,Ahmedabad,AI/ML,Hybrid,176887.25,98,Completed,Not Placed
19345,28-06-2021,East,Ahmedabad,Python,Offline,91014.97,92,Ongoing,Not Eligible
19346,28-08-2021,Central,Delhi,AI/ML,Online,196220.29,82,Ongoing,Not Placed
19347,27-08-2021,West,Bengaluru,Cloud Computing,Offline,165503.74,49,Completed,Not Eligible
19348,11-05-2023,South,Pune,AI/ML,Offline,114246.26,62,Completed,Placed
19349,12-01-2022,East,Bengaluru,Python,Offline,171496.96,94,Completed,Not Placed
19350,03-12-2021,Central,Ahmedabad,Cyber Security,Offline,24871.07,47,Ongoing,Placed
19351,21-05-2021,Central,Hyderabad,AI/ML,Online,200326.36,71,Ongoing,Not Placed
19352,07-05-2022,East,Ahmedabad,Python,Online,167269.36,88,Ongoing,Not Eligible
19353,28-07-2023,East,Bengaluru,Cyber Security,Hybrid,143288.16,50,Ongoing,Not Placed
19354,30-07-2022,South,Chennai,Web Development,Online,203515.02,52,Dropped,Placed
19355,12-02-2021,South,Chennai,AI/ML,Offline,225445.25,42,Ongoing,Not Eligible
19356,24-08-2020,Central,Pune,Cyber Security,Hybrid,179951.82,97,Ongoing,Not Eligible
19357,30-03-2022,East,Pune,Python,Offline,30194.98,89,Ongoing,Not Placed
19358,28-01-2023,North,Ahmedabad,Cloud Computing,Online,148609.97,76,Ongoing,Not Eligible
19359,30-11-2021,South,Mumbai,Data Science,Online,106329.46,64,Ongoing,Not Eligible
19360,14-12-2020,North,Hyderabad,Python,Online,129605.68,87,Dropped,Not Eligible
19361,10-02-2023,West,Bengaluru,Web Development,Online,183567.16,70,Completed,Not Placed
19362,28-06-2022,West,Pune,Data Science,Online,246616.99,54,Ongoing,Placed
19363,04-07-2022,North,Mumbai,Python,Online,236760.14,54,Ongoing,Not Eligible
19364,16-10-2020,South,Pune,Python,Online,114488.9,55,Ongoing,Placed
19365,19-07-2022,East,Pune,Data Science,Online,74577.45,99,Ongoing,Placed
19366,29-07-2023,East,Ahmedabad,AI/ML,Hybrid,95246.38,76,Ongoing,Not Placed
19367,23-03-2022,North,Pune,AI/ML,Offline,113359.59,60,Dropped,Not Eligible
19368,29-07-2020,South,Ahmedabad,Python,Offline,212931.2,99,Ongoing,Not Eligible
19369,04-01-2023,South,Ahmedabad,AI/ML,Online,94416.78,87,Ongoing,Placed
19370,01-06-2022,East,Kolkata,Cyber Security,Offline,138195.99,86,Completed,Not Placed
